date,Total(minus solar),Coal,Petroleum Liquids,Petroleum Coke,Natural Gas,Other Gases,Nuclear,Conventional Hydroelectric Power,other renewables,Wind,all utility-scale solar,Geo- thermal,Biomass Total,Biomass Wood,Biomass Waste,Hydro- electric Pumped Storage,Other,Solar/PV,small-scale solar photovoltaic,all utility-scale solar.1,Petroleum,Renewable Total,Nonrenewable Total,Total,Renewable Percentage,Nonrenewable Percentage
2011-04-01,302401.0,124488.0,1459.0,965.0,70029.0,918.0,54547.0,31194.0,0.0,12422.0,164.0,1239.0,4301.0,2798.0,1503.0,-466.0,1141.0,0.0,0.0,164.0,2424.0,49156.0,252406.0,302703.0,0.16239019765248444,0.8338404310495766
2011-05-01,323628.0,137102.0,1356.0,1023.0,75243.0,875.0,57013.0,32587.0,0.0,11772.0,191.0,1318.0,4358.0,2794.0,1563.0,-417.0,1210.0,0.0,0.0,191.0,2379.0,50035.0,272612.0,323857.0,0.15449720092509966,0.8417665821643503
2011-06-01,367727.0,158055.0,1374.0,1220.0,90691.0,1013.0,65270.0,32151.0,0.0,10985.0,223.0,1215.0,4862.0,3230.0,1632.0,-567.0,1236.0,0.0,0.0,223.0,2594.0,49213.0,317623.0,368072.0,0.13370481862244343,0.8629371427329435
2011-07-01,418693.0,176586.0,1714.0,1440.0,119624.0,1098.0,72345.0,31285.0,0.0,7489.0,191.0,1269.0,5052.0,3362.0,1690.0,-708.0,1309.0,0.0,0.0,191.0,3154.0,45095.0,372807.0,419211.0,0.10757112766602021,0.8893063397668477
2011-08-01,406511.0,171281.0,1295.0,1299.0,119856.0,1087.0,71339.0,25764.0,0.0,7474.0,229.0,1275.0,5076.0,3384.0,1692.0,-692.0,1230.0,0.0,0.0,229.0,2594.0,39589.0,366157.0,406976.0,0.09727600644755464,0.8997017023116842
2011-09-01,337931.0,140941.0,1119.0,1305.0,91739.0,1004.0,66849.0,21378.0,0.0,6869.0,186.0,1226.0,4768.0,3178.0,1589.0,-583.0,1132.0,0.0,0.0,186.0,2424.0,34241.0,302957.0,338330.0,0.10120592321106611,0.8954482310170544
2011-10-01,308699.0,126627.0,1114.0,948.0,78819.0,941.0,63337.0,19787.0,0.0,10525.0,159.0,1281.0,4585.0,2954.0,1631.0,-601.0,1176.0,0.0,0.0,159.0,2062.0,36178.0,271786.0,309140.0,0.11702788380668952,0.879168014491816
2011-11-01,304102.0,121463.0,1082.0,701.0,75441.0,943.0,64474.0,20681.0,0.0,12439.0,107.0,1271.0,4772.0,3088.0,1684.0,-458.0,1187.0,0.0,0.0,107.0,1783.0,39163.0,264104.0,304454.0,0.1286335538373613,0.8674676634237027
2011-12-01,335740.0,132929.0,1178.0,1007.0,86122.0,1005.0,71837.0,23732.0,0.0,10656.0,121.0,1324.0,5084.0,3353.0,1731.0,-509.0,1254.0,0.0,0.0,121.0,2185.0,40796.0,294078.0,336128.0,0.121370430312262,0.8748988480578828
2012-01-01,339526.0,129091.0,1180.0,1297.0,90761.0,1017.0,72381.0,23107.0,0.0,13631.0,95.0,1263.0,4915.0,3314.0,1601.0,-348.0,1137.0,0.0,0.0,95.0,2477.0,42916.0,295727.0,339780.0,0.12630525634233916,0.8703484607687327
2012-02-01,309389.0,113872.0,907.0,994.0,90610.0,1044.0,63847.0,20284.0,0.0,11052.0,135.0,1193.0,4615.0,3111.0,1504.0,-237.0,1072.0,0.0,0.0,135.0,1901.0,37144.0,271274.0,309490.0,0.1200168018352774,0.8765194351998449
2012-03-01,309090.0,105526.0,971.0,570.0,92251.0,1076.0,61729.0,25907.0,0.0,14027.0,231.0,1285.0,4657.0,3034.0,1623.0,-281.0,1140.0,0.0,0.0,231.0,1541.0,45876.0,262123.0,309139.0,0.14839926376160886,0.8479130747010245
2012-04-01,295229.0,96285.0,965.0,538.0,94829.0,1057.0,55871.0,26295.0,0.0,12709.0,319.0,1248.0,4287.0,2704.0,1583.0,-265.0,1090.0,0.0,0.0,319.0,1503.0,44539.0,249545.0,295174.0,0.15089066110158753,0.845416601733215
2012-05-01,336516.0,115983.0,1078.0,651.0,107352.0,1002.0,62081.0,28641.0,0.0,12540.0,463.0,1304.0,4591.0,2937.0,1654.0,-371.0,1200.0,0.0,0.0,463.0,1729.0,47076.0,288147.0,336423.0,0.13993097974870922,0.8565020822000874
2012-06-01,360825.0,131261.0,1306.0,762.0,115598.0,972.0,65140.0,26658.0,0.0,11972.0,527.0,1277.0,4693.0,3081.0,1612.0,-507.0,1166.0,0.0,0.0,527.0,2068.0,44600.0,315039.0,360805.0,0.12361247765413451,0.8731558598134727
2012-07-01,414641.0,160450.0,1531.0,809.0,138863.0,1042.0,69129.0,26491.0,0.0,8823.0,510.0,1321.0,5073.0,3352.0,1721.0,-619.0,1218.0,0.0,0.0,510.0,2340.0,41708.0,371824.0,414750.0,0.10056178420735383,0.8965015069318867
2012-08-01,395700.0,152181.0,1202.0,916.0,131736.0,1050.0,69602.0,23034.0,0.0,8469.0,461.0,1304.0,5096.0,3370.0,1726.0,-529.0,1178.0,0.0,0.0,461.0,2118.0,37903.0,356687.0,395768.0,0.09577075458349336,0.9012527541387884
2012-09-01,334586.0,125589.0,978.0,882.0,108012.0,904.0,64511.0,17604.0,0.0,8790.0,458.0,1300.0,4854.0,3227.0,1626.0,-431.0,1135.0,0.0,0.0,458.0,1860.0,32548.0,300876.0,334559.0,0.09728627835449054,0.8993211959624461
2012-10-01,311652.0,120999.0,1061.0,744.0,91725.0,895.0,59743.0,16502.0,0.0,12636.0,431.0,1329.0,4829.0,3113.0,1716.0,-378.0,1135.0,0.0,0.0,431.0,1805.0,35296.0,275167.0,311598.0,0.11327415451960539,0.8830833317287017
2012-11-01,305976.0,128727.0,986.0,824.0,80169.0,875.0,56713.0,18733.0,0.0,11648.0,347.0,1347.0,4874.0,3190.0,1684.0,-409.0,1140.0,0.0,0.0,347.0,1810.0,36602.0,268294.0,306036.0,0.11960030846044256,0.8766746395848855
2012-12-01,334635.0,134079.0,1235.0,800.0,83989.0,963.0,68584.0,22984.0,0.0,14524.0,349.0,1390.0,5138.0,3365.0,1773.0,-576.0,1176.0,0.0,0.0,349.0,2035.0,44036.0,289650.0,334862.0,0.13150491844401574,0.8649831871039413
2013-01-01,348967.0,138105.0,1733.0,1042.0,88559.0,1144.0,71406.0,24829.0,0.0,14739.0,310.0,1382.0,5088.0,3400.0,1688.0,-465.0,1098.0,0.0,0.0,310.0,2775.0,46038.0,301989.0,349125.0,0.13186680988184749,0.8649881847475832
2013-02-01,309728.0,123547.0,1130.0,867.0,80283.0,968.0,61483.0,20418.0,0.0,14076.0,433.0,1236.0,4586.0,3083.0,1503.0,-320.0,1020.0,0.0,0.0,433.0,1997.0,40316.0,268278.0,309614.0,0.13021375002422372,0.8664918253050573
2013-03-01,325399.0,130634.0,990.0,1007.0,84725.0,1070.0,62947.0,20534.0,0.0,15756.0,619.0,1378.0,5057.0,3300.0,1757.0,-462.0,1143.0,0.0,0.0,619.0,1997.0,42725.0,281373.0,325241.0,0.13136412690896904,0.8651215560153855
2013-04-01,299333.0,111835.0,995.0,891.0,78036.0,1020.0,56767.0,25097.0,0.0,17476.0,667.0,1274.0,4544.0,2863.0,1681.0,-292.0,1024.0,0.0,0.0,667.0,1886.0,48391.0,249544.0,298959.0,0.1618650049003375,0.834709776256945
2013-05-01,322156.0,119513.0,1067.0,1345.0,83816.0,1088.0,62848.0,28450.0,0.0,16239.0,753.0,1308.0,4955.0,3174.0,1781.0,-334.0,1110.0,0.0,0.0,753.0,2412.0,50952.0,269677.0,321739.0,0.15836438852610346,0.8381856100752473
2013-06-01,356823.0,138283.0,1035.0,1307.0,99615.0,1048.0,66430.0,27384.0,0.0,13748.0,871.0,1278.0,5057.0,3330.0,1727.0,-358.0,1125.0,0.0,0.0,871.0,2342.0,47467.0,307718.0,356310.0,0.13321826499396594,0.863624372035587
2013-07-01,394846.0,152867.0,1458.0,1354.0,120771.0,1148.0,70539.0,27255.0,0.0,11094.0,829.0,1337.0,5333.0,3536.0,1797.0,-340.0,1201.0,0.0,0.0,829.0,2812.0,45019.0,348137.0,394357.0,0.11415798375583545,0.8827965523624534
2013-08-01,385286.0,149426.0,1076.0,1372.0,121156.0,1143.0,71344.0,21633.0,0.0,9634.0,944.0,1322.0,5481.0,3634.0,1847.0,-465.0,1217.0,0.0,0.0,944.0,2448.0,38070.0,345517.0,384804.0,0.09893348301992702,0.8979038679431607
2013-09-01,340941.0,133110.0,964.0,1222.0,102063.0,1087.0,65799.0,16961.0,0.0,11674.0,949.0,1299.0,5069.0,3353.0,1716.0,-439.0,1182.0,0.0,0.0,949.0,2186.0,35003.0,304245.0,340430.0,0.10281996298798578,0.8937079575830568
2013-10-01,314925.0,120996.0,945.0,1074.0,88587.0,1072.0,63184.0,17199.0,0.0,13635.0,988.0,1363.0,5071.0,3341.0,1731.0,-373.0,1185.0,0.0,0.0,988.0,2019.0,37268.0,275858.0,314311.0,0.11857046046749875,0.8776593883128494
2013-11-01,314540.0,120940.0,989.0,850.0,84287.0,1060.0,64975.0,17677.0,0.0,15803.0,824.0,1230.0,5172.0,3407.0,1765.0,-413.0,1143.0,0.0,0.0,824.0,1839.0,39882.0,273101.0,314126.0,0.12696179240177508,0.8693995403118494
2013-12-01,353021.0,141860.0,1438.0,1013.0,92936.0,1006.0,71294.0,21128.0,0.0,13967.0,850.0,1366.0,5443.0,3606.0,1837.0,-421.0,1141.0,0.0,0.0,850.0,2451.0,41904.0,309547.0,352592.0,0.11884557789172755,0.8779183872577937
2014-01-01,377255.0,157097.0,5913.0,1158.0,91061.0,933.0,73163.0,21634.0,0.0,17911.0,751.0,1355.0,5476.0,3626.0,1850.0,-290.0,1092.0,1375.0,624.0,751.0,7071.0,47751.0,329325.0,378168.0,0.12626927714666497,0.8708431173446722
2014-02-01,324348.0,143294.0,1847.0,916.0,75942.0,817.0,62639.0,17396.0,0.0,14009.0,835.0,1206.0,4951.0,3265.0,1686.0,-445.0,941.0,1499.0,664.0,835.0,2763.0,39061.0,285455.0,325457.0,0.1200189272315544,0.8770897537923596
2014-03-01,331823.0,136443.0,2002.0,1186.0,78151.0,866.0,62397.0,24257.0,0.0,17736.0,1317.0,1338.0,5460.0,3609.0,1851.0,-421.0,1093.0,2224.0,907.0,1317.0,3188.0,51015.0,281045.0,333153.0,0.15312784216260997,0.8435913829381696
2014-04-01,297631.0,109281.0,911.0,842.0,76782.0,854.0,56385.0,25440.0,0.0,18636.0,1487.0,1314.0,5040.0,3230.0,1810.0,-378.0,1039.0,2476.0,988.0,1487.0,1753.0,52906.0,245055.0,299000.0,0.17694314381270904,0.8195819397993311
2014-05-01,324724.0,118786.0,960.0,1084.0,89120.0,944.0,62947.0,26544.0,0.0,15601.0,1750.0,1332.0,5139.0,3290.0,1849.0,-601.0,1118.0,2842.0,1092.0,1750.0,2044.0,51458.0,273841.0,326417.0,0.15764497559869736,0.8389299576921545
2014-06-01,357844.0,137577.0,889.0,1131.0,98468.0,969.0,68138.0,25744.0,0.0,15799.0,1923.0,1293.0,5449.0,3622.0,1826.0,-653.0,1117.0,3024.0,1101.0,1923.0,2020.0,51309.0,307172.0,359598.0,0.1426843308361003,0.8542094227442867
2014-07-01,385780.0,149627.0,992.0,1050.0,115081.0,1069.0,71940.0,24357.0,0.0,12187.0,1788.0,1320.0,5750.0,3807.0,1942.0,-545.0,1163.0,2936.0,1149.0,1788.0,2042.0,46550.0,339759.0,387472.0,0.12013771317669406,0.876860779617624
2014-08-01,384341.0,148452.0,1014.0,1036.0,122348.0,1135.0,71129.0,19807.0,0.0,10171.0,1879.0,1329.0,5642.0,3761.0,1880.0,-840.0,1239.0,3019.0,1139.0,1879.0,2050.0,39968.0,345114.0,386321.0,0.10345800513044852,0.8933348174186752
2014-09-01,339887.0,126110.0,929.0,1019.0,106582.0,1126.0,67535.0,16074.0,0.0,11520.0,1832.0,1308.0,5234.0,3462.0,1772.0,-542.0,1159.0,2879.0,1046.0,1832.0,1948.0,37015.0,303301.0,341475.0,0.10839739365985797,0.8882085072113625
2014-10-01,314522.0,111296.0,908.0,609.0,97683.0,1082.0,62391.0,17159.0,0.0,14508.0,1717.0,1345.0,5149.0,3422.0,1726.0,-448.0,1122.0,2682.0,965.0,1717.0,1517.0,40843.0,273969.0,315934.0,0.1292770008925915,0.8671716244532086
2014-11-01,317495.0,119127.0,963.0,775.0,84354.0,1073.0,65140.0,18625.0,0.0,18867.0,1380.0,1362.0,5198.0,3508.0,1691.0,-531.0,1161.0,2171.0,792.0,1380.0,1738.0,46223.0,271432.0,318816.0,0.14498331325905853,0.8513750878249523
2014-12-01,337957.0,124620.0,947.0,1149.0,91038.0,1153.0,73363.0,22329.0,0.0,14711.0,1032.0,1375.0,5503.0,3737.0,1767.0,-480.0,1218.0,1798.0,766.0,1032.0,2096.0,45716.0,292270.0,339204.0,0.13477435407601326,0.8616348863810568
2015-01-01,360455.0,132451.0,1927.0,1046.0,101687.0,1246.0,74270.0,24138.0,0.0,15162.0,1155.0,1362.0,5442.0,3717.0,1725.0,-551.0,1120.0,1902.0,746.0,1155.0,2973.0,48006.0,312627.0,361753.0,0.13270380618820024,0.8642001586718009
2015-02-01,334476.0,126977.0,5221.0,1100.0,91315.0,1025.0,63461.0,22286.0,0.0,14922.0,1484.0,1260.0,4896.0,3372.0,1524.0,-456.0,985.0,2299.0,816.0,1484.0,6321.0,45663.0,289099.0,335747.0,0.13600419363389696,0.8610620496981358
2015-03-01,324192.0,108488.0,1061.0,717.0,99423.0,1091.0,64547.0,24281.0,0.0,15308.0,2072.0,1394.0,5169.0,3457.0,1712.0,-409.0,1051.0,3206.0,1134.0,2072.0,1778.0,49358.0,275327.0,325736.0,0.15152761745708182,0.8452458432595722
2015-04-01,294133.0,88989.0,919.0,809.0,92806.0,979.0,59784.0,22471.0,0.0,17867.0,2379.0,1272.0,4976.0,3246.0,1729.0,-214.0,1096.0,3643.0,1264.0,2379.0,1728.0,50229.0,244286.0,295611.0,0.16991586916589707,0.8263765556762096
2015-05-01,322087.0,104585.0,1017.0,922.0,101516.0,1099.0,65827.0,20125.0,0.0,17151.0,2504.0,1390.0,5137.0,3338.0,1799.0,-370.0,1185.0,3898.0,1394.0,2504.0,1939.0,47701.0,274966.0,323852.0,0.14729259044254783,0.8490483307189703
2015-06-01,362409.0,125673.0,1040.0,821.0,121478.0,1118.0,68516.0,20414.0,0.0,13421.0,2558.0,1302.0,5280.0,3496.0,1784.0,-398.0,1187.0,3966.0,1408.0,2558.0,1861.0,44383.0,318646.0,364216.0,0.12185900674325126,0.8748819381905243
2015-07-01,400419.0,139100.0,1201.0,1103.0,141119.0,1235.0,71412.0,21014.0,0.0,13675.0,2627.0,1357.0,5795.0,3806.0,1989.0,-513.0,1293.0,4114.0,1487.0,2627.0,2304.0,45955.0,355170.0,402418.0,0.11419717805863555,0.8825897449915262
2015-08-01,392116.0,134670.0,1093.0,1040.0,139084.0,1196.0,72415.0,19122.0,0.0,13080.0,2688.0,1344.0,5710.0,3788.0,1921.0,-626.0,1300.0,4156.0,1468.0,2688.0,2133.0,43412.0,349498.0,394210.0,0.11012404555947337,0.8865782197306005
2015-09-01,350122.0,117986.0,1006.0,1028.0,123036.0,1210.0,66476.0,16094.0,0.0,13972.0,2217.0,1203.0,5256.0,3450.0,1805.0,-544.0,1182.0,3547.0,1330.0,2217.0,2034.0,40072.0,310742.0,351996.0,0.113842202752304,0.8827998045432335
2015-10-01,312112.0,96759.0,945.0,827.0,110005.0,906.0,60571.0,16630.0,0.0,16380.0,1910.0,1323.0,5095.0,3252.0,1843.0,-443.0,1204.0,3107.0,1198.0,1910.0,1772.0,42535.0,270013.0,313752.0,0.1355688569315893,0.8605937173308855
2015-11-01,300653.0,87227.0,995.0,715.0,102236.0,902.0,60264.0,19338.0,0.0,19682.0,1730.0,1334.0,5320.0,3418.0,1902.0,-285.0,1197.0,2712.0,982.0,1730.0,1710.0,48386.0,252339.0,301922.0,0.16025993468511734,0.8357754651863727
2015-12-01,324427.0,89495.0,948.0,749.0,109777.0,1110.0,69634.0,23166.0,0.0,20098.0,1570.0,1377.0,5557.0,3587.0,1969.0,-281.0,1228.0,2484.0,914.0,1570.0,1697.0,52682.0,271713.0,325623.0,0.16178832576322927,0.8344404418606793
2016-01-01,352719.0,113459.0,1396.0,966.0,110044.0,1195.0,72525.0,25615.0,0.0,18466.0,1486.0,1332.0,5395.0,3600.0,1795.0,-312.0,1153.0,2465.0,980.0,1486.0,2362.0,53273.0,299585.0,354011.0,0.15048402450771303,0.8462590145503953
2016-02-01,313685.0,92705.0,1299.0,910.0,98552.0,1062.0,65638.0,24139.0,0.0,20138.0,2242.0,1243.0,5115.0,3406.0,1708.0,-399.0,1041.0,3386.0,1145.0,2242.0,2209.0,54021.0,260166.0,315228.0,0.17137119799002626,0.8253264303932392
2016-03-01,304390.0,72173.0,874.0,927.0,103890.0,1197.0,66149.0,27390.0,0.0,21939.0,2617.0,1315.0,5212.0,3403.0,1809.0,-384.0,1090.0,4143.0,1525.0,2617.0,1801.0,59999.0,245210.0,306299.0,0.19588376063911406,0.8005576250657038
2016-04-01,292894.0,72113.0,833.0,1006.0,98876.0,1132.0,62732.0,25878.0,0.0,20799.0,2880.0,1209.0,4778.0,2967.0,1811.0,-452.0,1109.0,4583.0,1703.0,2880.0,1839.0,57247.0,236692.0,295048.0,0.19402605677720236,0.802215232775684
2016-05-01,316784.0,81695.0,984.0,974.0,110430.0,1053.0,66576.0,25486.0,0.0,18848.0,3425.0,1342.0,5096.0,3187.0,1909.0,-321.0,1195.0,5304.0,1879.0,3425.0,1958.0,56076.0,261712.0,318983.0,0.175796202305452,0.8204575165447688
2016-06-01,367781.0,116034.0,972.0,1005.0,131395.0,1043.0,67175.0,23237.0,0.0,16303.0,3473.0,1251.0,5208.0,3414.0,1794.0,-497.0,1180.0,5401.0,1928.0,3473.0,1977.0,51400.0,317624.0,370204.0,0.13884236799170188,0.8579702002139361
2016-07-01,411887.0,136316.0,1273.0,1049.0,151554.0,1077.0,70349.0,21455.0,0.0,17618.0,3945.0,1311.0,5498.0,3658.0,1840.0,-784.0,1225.0,5945.0,2000.0,3945.0,2322.0,51827.0,361618.0,414670.0,0.12498372199580389,0.8720621216871247
2016-08-01,409701.0,135635.0,1258.0,1078.0,154760.0,1064.0,71526.0,19570.0,0.0,13589.0,3969.0,1324.0,5583.0,3722.0,1860.0,-902.0,1248.0,5911.0,1942.0,3969.0,2336.0,45977.0,365321.0,412546.0,0.11144696591410412,0.8855279168868442
2016-09-01,351484.0,114138.0,946.0,980.0,125603.0,1020.0,65448.0,16368.0,0.0,16404.0,3635.0,1327.0,5164.0,3407.0,1757.0,-715.0,1168.0,5370.0,1735.0,3635.0,1926.0,44633.0,308135.0,353936.0,0.12610471949731025,0.8705952488585507
2016-10-01,312945.0,99194.0,937.0,635.0,102898.0,913.0,60733.0,17339.0,0.0,20335.0,3191.0,1353.0,4869.0,3176.0,1693.0,-561.0,1108.0,4743.0,1552.0,3191.0,1572.0,48639.0,265310.0,315057.0,0.15438158809358307,0.8421015879666219
2016-11-01,297062.0,86940.0,1070.0,799.0,93942.0,1013.0,65179.0,18808.0,0.0,19406.0,2767.0,1364.0,5282.0,3391.0,1891.0,-607.0,1098.0,4024.0,1257.0,2767.0,1869.0,48884.0,248943.0,298925.0,0.16353265869365224,0.8327941791419252
2016-12-01,345343.0,118747.0,1166.0,869.0,96364.0,1037.0,71662.0,22528.0,0.0,23146.0,2424.0,1454.0,5560.0,3615.0,1944.0,-753.0,1139.0,3591.0,1167.0,2424.0,2035.0,56279.0,289845.0,347263.0,0.1620644871466295,0.8346555780489139
2017-01-01,343190.0,115333.0,1121.0,944.0,95473.0,1046.0,73121.0,26788.0,0.0,19840.0,2030.0,1383.0,5453.0,3505.0,1948.0,-435.0,1094.0,3276.0,1246.0,2030.0,2065.0,56740.0,287038.0,344872.0,0.16452480920457446,0.8323029993736807
2017-02-01,289653.0,86822.0,874.0,723.0,82694.0,977.0,63560.0,23643.0,0.0,21198.0,2555.0,1239.0,4880.0,3186.0,1694.0,-508.0,995.0,3939.0,1384.0,2555.0,1597.0,54899.0,235650.0,291544.0,0.18830433828170018,0.808282797793815
2017-03-01,317935.0,89365.0,950.0,699.0,95022.0,1060.0,65093.0,29272.0,0.0,24993.0,4245.0,1385.0,5311.0,3457.0,1854.0,-521.0,1062.0,6218.0,1972.0,4245.0,1649.0,67179.0,252189.0,320430.0,0.20965265424585713,0.7870330493399494
2017-04-01,294325.0,81335.0,846.0,431.0,88418.0,1001.0,56743.0,29390.0,0.0,24613.0,4696.0,1337.0,4904.0,3149.0,1755.0,-439.0,1050.0,6891.0,2195.0,4696.0,1277.0,67135.0,228774.0,296959.0,0.2260749800477507,0.7703891783040756
2017-05-01,322518.0,92777.0,971.0,847.0,98067.0,1055.0,61313.0,32384.0,0.0,22450.0,5663.0,1283.0,5048.0,3189.0,1859.0,-423.0,1083.0,8086.0,2423.0,5663.0,1818.0,69251.0,255030.0,325364.0,0.21284161738852486,0.7838298029284125
2017-06-01,357916.0,107508.0,1001.0,901.0,117317.0,992.0,67011.0,30222.0,0.0,19809.0,6175.0,1214.0,5235.0,3439.0,1795.0,-568.0,1099.0,8662.0,2487.0,6175.0,1902.0,65142.0,294730.0,360971.0,0.1804632505104288,0.8164921835826147
2017-07-01,404387.0,127697.0,916.0,889.0,146994.0,1048.0,71314.0,26491.0,0.0,15960.0,5753.0,1355.0,5516.0,3703.0,1813.0,-759.0,1211.0,8308.0,2555.0,5753.0,1805.0,57630.0,348858.0,407699.0,0.1413542834296871,0.8556753879700465
2017-08-01,384342.0,119488.0,970.0,765.0,141209.0,1134.0,72384.0,21851.0,0.0,13621.0,5434.0,1345.0,5561.0,3753.0,1808.0,-638.0,1220.0,7914.0,2480.0,5434.0,1735.0,50292.0,335950.0,387462.0,0.12979853508215,0.8670527690457387
2017-09-01,335861.0,98203.0,925.0,712.0,118112.0,1060.0,68098.0,19067.0,0.0,17855.0,5115.0,1297.0,4990.0,3294.0,1696.0,-606.0,1034.0,7340.0,2225.0,5115.0,1637.0,50549.0,287110.0,338693.0,0.1492472534123823,0.8476998343632729
2017-10-01,320376.0,89775.0,956.0,572.0,106852.0,999.0,65995.0,18284.0,0.0,25306.0,4821.0,1229.0,5023.0,3306.0,1717.0,-463.0,1027.0,6811.0,1990.0,4821.0,1528.0,56653.0,265149.0,322829.0,0.1754891908719477,0.8213295583730086
2017-11-01,310315.0,90986.0,903.0,755.0,94883.0,1001.0,66618.0,20565.0,0.0,24082.0,3409.0,1289.0,5225.0,3430.0,1795.0,-478.0,1077.0,4970.0,1561.0,3409.0,1658.0,56131.0,255146.0,312354.0,0.17970315731509762,0.8168488317742049
2017-12-01,353452.0,106546.0,1982.0,737.0,111373.0,1096.0,73700.0,22377.0,0.0,24575.0,3389.0,1571.0,5616.0,3738.0,1877.0,-656.0,1146.0,4861.0,1472.0,3389.0,2719.0,59000.0,295434.0,355580.0,0.16592609258113505,0.8308510039934754
2018-01-01,374324.0,118939.0,5291.0,952.0,110046.0,994.0,74649.0,25596.0,0.0,26862.0,3407.0,1407.0,5613.0,3759.0,1854.0,-547.0,1115.0,5022.0,1615.0,3407.0,6243.0,64500.0,310871.0,376486.0,0.17132111154199625,0.8257172909484018
2018-02-01,306115.0,81922.0,780.0,738.0,96002.0,990.0,64790.0,25533.0,0.0,24096.0,4113.0,1326.0,5140.0,3379.0,1761.0,-315.0,1001.0,5875.0,1762.0,4113.0,1518.0,61970.0,245222.0,308193.0,0.20107530021772071,0.7956767350329177
2018-03-01,320982.0,80612.0,811.0,648.0,104933.0,1064.0,67033.0,25951.0,0.0,27283.0,5203.0,1414.0,5405.0,3535.0,1870.0,-490.0,1113.0,7630.0,2427.0,5203.0,1459.0,67683.0,255101.0,323897.0,0.20896457824555337,0.7875991441723758
2018-04-01,301739.0,73383.0,854.0,691.0,99446.0,940.0,59133.0,27490.0,0.0,26783.0,6249.0,1246.0,4862.0,3096.0,1766.0,-377.0,1038.0,8984.0,2736.0,6249.0,1545.0,69365.0,234447.0,304850.0,0.22753813350828275,0.7690569132360177
2018-05-01,339694.0,85311.0,1022.0,415.0,116107.0,1000.0,67320.0,30434.0,0.0,23603.0,7070.0,1434.0,5294.0,3550.0,1744.0,-390.0,1074.0,10080.0,3010.0,7070.0,1437.0,70845.0,271175.0,343094.0,0.2064886007916198,0.7903810617498411
2018-06-01,372398.0,101509.0,1062.0,765.0,130823.0,1010.0,69688.0,27955.0,0.0,24376.0,7804.0,1369.0,5360.0,3573.0,1787.0,-433.0,1111.0,10863.0,3060.0,7804.0,1827.0,69923.0,304857.0,375891.0,0.186019351354515,0.8110250045890963
2018-07-01,412542.0,115477.0,970.0,922.0,167250.0,1105.0,72456.0,24014.0,0.0,16014.0,6938.0,1436.0,5488.0,3690.0,1798.0,-644.0,1116.0,10085.0,3147.0,6938.0,1892.0,57037.0,358180.0,416333.0,0.13699850840553116,0.8603209450127662
2018-08-01,407981.0,115216.0,1041.0,873.0,162377.0,1225.0,72282.0,21400.0,0.0,19530.0,6981.0,1429.0,5367.0,3570.0,1797.0,-747.0,1007.0,9999.0,3018.0,6981.0,1914.0,57725.0,353014.0,411746.0,0.1401956546025948,0.8573586628649702
2018-09-01,356728.0,96742.0,1039.0,835.0,142772.0,1001.0,64725.0,18665.0,0.0,17977.0,6469.0,1388.0,4919.0,3284.0,1635.0,-603.0,800.0,9150.0,2681.0,6469.0,1874.0,52099.0,307114.0,360013.0,0.1447142186532153,0.8530636393685783
2018-10-01,325563.0,87452.0,989.0,484.0,124171.0,930.0,59397.0,18781.0,0.0,21147.0,5223.0,1347.0,5043.0,3277.0,1766.0,-492.0,1091.0,7624.0,2400.0,5223.0,1473.0,53942.0,273423.0,328456.0,0.16422899870911173,0.8324493996151692
2018-11-01,322409.0,93005.0,952.0,699.0,107109.0,933.0,63948.0,22176.0,0.0,22457.0,3958.0,1397.0,5036.0,3284.0,1752.0,-343.0,1081.0,5873.0,1914.0,3958.0,1651.0,56939.0,266646.0,324666.0,0.17537715683194421,0.8212932675426439
2018-12-01,337334.0,96825.0,930.0,807.0,106978.0,998.0,71657.0,23728.0,0.0,24825.0,3188.0,1535.0,5239.0,3414.0,1825.0,-522.0,1147.0,4962.0,1774.0,3188.0,1737.0,60289.0,278195.0,339631.0,0.17751324231298085,0.8191095630257544
2019-01-01,357690.0,101019.0,1316.0,820.0,118935.0,994.0,73701.0,24544.0,0.0,25165.0,3652.0,1456.0,5284.0,3529.0,1755.0,-323.0,1129.0,5590.0,1938.0,3652.0,2136.0,62039.0,296785.0,359953.0,0.1723530572046906,0.8245104221940086
2019-02-01,313278.0,80008.0,790.0,722.0,110428.0,1015.0,64715.0,22031.0,0.0,23047.0,3913.0,1339.0,4735.0,3165.0,1570.0,-389.0,925.0,5999.0,2085.0,3913.0,1512.0,57151.0,257678.0,315754.0,0.18099849883136873,0.8160720054219424
2019-03-01,323187.0,78454.0,802.0,637.0,112574.0,1143.0,65080.0,25400.0,0.0,26036.0,6020.0,1480.0,4954.0,3241.0,1713.0,-409.0,1018.0,8988.0,2968.0,6020.0,1439.0,66858.0,258690.0,326566.0,0.2047304373388534,0.792152275497143
2019-04-01,295119.0,60099.0,772.0,450.0,102936.0,947.0,60581.0,25422.0,0.0,30217.0,6949.0,1315.0,4578.0,2988.0,1591.0,-103.0,957.0,10257.0,3309.0,6949.0,1222.0,71789.0,225785.0,298531.0,0.2404741886102281,0.7563201141589986
